date,time,price,target_base_price,entry_price,since_entry_change_pct,predicted_trend,trend_code,confidence,next_change_pct,actual_trend,correct,year
2025-10-01,2025-10-01 00:00,114048.93,114048.93,114048.93,0.0,中性,1,29.66,0.17,涨,False,2025
2025-10-01,2025-10-01 01:00,114239.53,114239.53,114048.93,0.17,中性,1,29.42,0.27,涨,False,2025
2025-10-01,2025-10-01 02:00,114549.99,114549.99,114048.93,0.44,中性,1,29.15,-0.24,跌,False,2025
2025-10-01,2025-10-01 03:00,114272.15,114272.15,114048.93,0.2,中性,1,28.82,-0.08,平,True,2025
2025-10-01,2025-10-01 04:00,114176.92,114176.92,114048.93,0.11,中性,1,28.45,0.1,平,True,2025
2025-10-01,2025-10-01 05:00,114289.01,114289.01,114048.93,0.21,中性,1,28.08,0.25,涨,False,2025
2025-10-01,2025-10-01 06:00,114569.84,114569.84,114048.93,0.46,中性,1,27.66,-0.27,跌,False,2025
2025-10-01,2025-10-01 07:00,114256.81,114256.81,114048.93,0.18,中性,1,27.23,0.25,涨,False,2025
2025-10-01,2025-10-01 08:00,114539.02,114539.02,114048.93,0.43,中性,1,26.85,1.37,涨,False,2025
2025-10-01,2025-10-01 09:00,116111.28,116111.28,114048.93,1.81,中性,1,26.33,0.26,涨,False,2025
2025-10-01,2025-10-01 10:00,116412.1,116412.1,114048.93,2.07,中性,1,26.12,-0.11,跌,False,2025
2025-10-01,2025-10-01 11:00,116281.64,116281.64,114048.93,1.96,中性,1,25.94,0.44,涨,False,2025
2025-10-01,2025-10-01 12:00,116789.58,116789.58,114048.93,2.4,中性,1,25.82,-0.33,跌,False,2025
2025-10-01,2025-10-01 13:00,116402.65,116402.65,114048.93,2.06,中性,1,25.72,0.35,涨,False,2025
2025-10-01,2025-10-01 14:00,116806.96,116806.96,114048.93,2.42,中性,1,25.69,0.42,涨,False,2025
2025-10-01,2025-10-01 15:00,117292.74,117292.74,114048.93,2.84,中性,1,25.68,0.11,涨,False,2025
2025-10-01,2025-10-01 16:00,117423.73,117423.73,114048.93,2.96,中性,1,25.66,0.1,平,True,2025
2025-10-01,2025-10-01 17:00,117535.79,117535.79,114048.93,3.06,中性,1,25.64,-0.65,跌,False,2025
2025-10-01,2025-10-01 18:00,116768.07,116768.07,114048.93,2.38,中性,1,25.6,0.4,涨,False,2025
2025-10-01,2025-10-01 19:00,117234.01,117234.01,114048.93,2.79,中性,1,25.6,0.18,涨,False,2025
2025-10-01,2025-10-01 20:00,117439.53,117439.53,114048.93,2.97,中性,1,25.59,0.08,平,True,2025
2025-10-01,2025-10-01 21:00,117536.12,117536.12,114048.93,3.06,中性,1,25.61,0.02,平,True,2025
2025-10-01,2025-10-01 22:00,117554.96,117554.96,114048.93,3.07,中性,1,25.65,0.16,涨,False,2025
2025-10-01,2025-10-01 23:00,117745.39,117745.39,114048.93,3.24,中性,1,25.67,0.72,涨,False,2025
2025-10-02,2025-10-02 00:00,118594.99,118594.99,114048.93,3.99,中性,1,25.6,-0.14,跌,False,2025
2025-10-02,2025-10-02 01:00,118428.46,118428.46,114048.93,3.84,中性,1,25.5,0.16,涨,False,2025
2025-10-02,2025-10-02 02:00,118617.37,118617.37,114048.93,4.01,中性,1,25.4,0.11,涨,False,2025
2025-10-02,2025-10-02 03:00,118753.73,118753.73,114048.93,4.13,中性,1,25.31,-0.02,平,True,2025
2025-10-02,2025-10-02 04:00,118733.99,118733.99,114048.93,4.11,中性,1,25.24,-0.06,平,True,2025
2025-10-02,2025-10-02 05:00,118662.04,118662.04,114048.93,4.04,中性,1,25.19,-0.24,跌,False,2025
2025-10-02,2025-10-02 06:00,118377.34,118377.34,114048.93,3.8,中性,1,25.16,0.23,涨,False,2025
2025-10-02,2025-10-02 07:00,118649.06,118649.06,114048.93,4.03,中性,1,25.14,-0.13,跌,False,2025
2025-10-02,2025-10-02 08:00,118489.76,118489.76,114048.93,3.89,中性,1,25.16,0.15,涨,False,2025
2025-10-02,2025-10-02 09:00,118668.89,118668.89,114048.93,4.05,中性,1,25.21,0.15,涨,False,2025
2025-10-02,2025-10-02 10:00,118849.99,118849.99,114048.93,4.21,中性,1,25.3,-0.19,跌,False,2025
2025-10-02,2025-10-02 11:00,118619.56,118619.56,114048.93,4.01,中性,1,25.35,0.12,涨,False,2025
2025-10-02,2025-10-02 12:00,118765.73,118765.73,114048.93,4.14,中性,1,25.38,0.54,涨,False,2025
2025-10-02,2025-10-02 13:00,119402.42,119402.42,114048.93,4.69,中性,1,25.38,0.18,涨,False,2025
2025-10-02,2025-10-02 14:00,119621.2,119621.2,114048.93,4.89,中性,1,25.35,-0.67,跌,False,2025
2025-10-02,2025-10-02 15:00,118814.09,118814.09,114048.93,4.18,中性,1,25.27,0.92,涨,False,2025
2025-10-02,2025-10-02 16:00,119910.78,119910.78,114048.93,5.14,中性,1,25.16,-0.15,跌,False,2025
2025-10-02,2025-10-02 17:00,119731.4,119731.4,114048.93,4.98,中性,1,25.07,0.16,涨,False,2025
2025-10-02,2025-10-02 18:00,119917.52,119917.52,114048.93,5.15,中性,1,25.03,0.49,涨,False,2025
2025-10-02,2025-10-02 19:00,120506.61,120506.61,114048.93,5.66,中性,1,25.07,0.27,涨,False,2025
2025-10-02,2025-10-02 20:00,120836.49,120836.49,114048.93,5.95,中性,1,25.12,-0.15,跌,False,2025
2025-10-02,2025-10-02 21:00,120652.01,120652.01,114048.93,5.79,中性,1,25.17,-0.42,跌,False,2025
2025-10-02,2025-10-02 22:00,120150.1,120150.1,114048.93,5.35,中性,1,25.19,0.09,平,True,2025
2025-10-02,2025-10-02 23:00,120257.49,120257.49,114048.93,5.44,中性,1,25.24,0.23,涨,False,2025
2025-10-03,2025-10-03 00:00,120529.35,120529.35,114048.93,5.68,中性,1,25.3,-0.33,跌,False,2025
2025-10-03,2025-10-03 01:00,120132.8,120132.8,114048.93,5.33,中性,1,25.35,-0.21,跌,False,2025
2025-10-03,2025-10-03 02:00,119875.72,119875.72,114048.93,5.11,中性,1,25.4,0.24,涨,False,2025
2025-10-03,2025-10-03 03:00,120157.82,120157.82,114048.93,5.36,中性,1,25.44,0.06,平,True,2025
2025-10-03,2025-10-03 04:00,120225.89,120225.89,114048.93,5.42,中性,1,25.49,-0.15,跌,False,2025
2025-10-03,2025-10-03 05:00,120039.98,120039.98,114048.93,5.25,中性,1,25.54,-0.1,平,True,2025
2025-10-03,2025-10-03 06:00,119920.4,119920.4,114048.93,5.15,中性,1,25.61,-0.0,平,True,2025
2025-10-03,2025-10-03 07:00,119916.93,119916.93,114048.93,5.15,中性,1,25.7,-0.23,跌,False,2025
2025-10-03,2025-10-03 08:00,119640.21,119640.21,114048.93,4.9,中性,1,25.8,0.33,涨,False,2025
2025-10-03,2025-10-03 09:00,120038.6,120038.6,114048.93,5.25,中性,1,25.91,0.22,涨,False,2025
2025-10-03,2025-10-03 10:00,120300.0,120300.0,114048.93,5.48,中性,1,26.04,0.1,涨,False,2025
2025-10-03,2025-10-03 11:00,120425.95,120425.95,114048.93,5.59,中性,1,26.18,-0.08,平,True,2025
2025-10-03,2025-10-03 12:00,120334.5,120334.5,114048.93,5.51,中性,1,26.34,0.02,平,True,2025
2025-10-03,2025-10-03 13:00,120358.07,120358.07,114048.93,5.53,中性,1,26.89,0.01,平,True,2025
2025-10-03,2025-10-03 14:00,120374.73,120374.73,114048.93,5.55,中性,1,27.34,0.45,涨,False,2025
2025-10-03,2025-10-03 15:00,120917.85,120917.85,114048.93,6.02,中性,1,27.64,1.11,涨,False,2025
2025-10-03,2025-10-03 16:00,122258.05,122258.05,114048.93,7.2,中性,1,27.67,0.24,涨,False,2025
2025-10-03,2025-10-03 17:00,122553.3,122553.3,114048.93,7.46,中性,1,27.45,-0.39,跌,False,2025
2025-10-03,2025-10-03 18:00,122073.25,122073.25,114048.93,7.04,中性,1,27.02,0.38,涨,False,2025
2025-10-03,2025-10-03 19:00,122538.46,122538.46,114048.93,7.44,中性,1,26.51,0.1,平,True,2025
2025-10-03,2025-10-03 20:00,122660.99,122660.99,114048.93,7.55,中性,1,26.02,-0.17,跌,False,2025
2025-10-03,2025-10-03 21:00,122447.94,122447.94,114048.93,7.36,中性,1,25.82,-0.12,跌,False,2025
2025-10-03,2025-10-03 22:00,122306.57,122306.57,114048.93,7.24,中性,1,25.72,0.14,涨,False,2025
2025-10-03,2025-10-03 23:00,122477.0,122477.0,114048.93,7.39,中性,1,25.66,-0.2,跌,False,2025
2025-10-04,2025-10-04 00:00,122232.0,122232.0,114048.93,7.18,中性,1,25.66,-0.11,跌,False,2025
2025-10-04,2025-10-04 01:00,122100.0,122100.0,114048.93,7.06,中性,1,25.68,-0.19,跌,False,2025
2025-10-04,2025-10-04 02:00,121865.21,121865.21,114048.93,6.85,中性,1,25.73,-0.01,平,True,2025
2025-10-04,2025-10-04 03:00,121854.53,121854.53,114048.93,6.84,中性,1,25.79,0.32,涨,False,2025
2025-10-04,2025-10-04 04:00,122243.99,122243.99,114048.93,7.19,中性,1,25.85,0.21,涨,False,2025
2025-10-04,2025-10-04 05:00,122495.0,122495.0,114048.93,7.41,中性,1,25.91,0.02,平,True,2025
2025-10-04,2025-10-04 06:00,122522.7,122522.7,114048.93,7.43,中性,1,25.97,-0.08,平,True,2025
2025-10-04,2025-10-04 07:00,122430.27,122430.27,114048.93,7.35,中性,1,26.13,-0.09,平,True,2025
2025-10-04,2025-10-04 08:00,122324.08,122324.08,114048.93,7.26,中性,1,26.64,-0.05,平,True,2025
2025-10-04,2025-10-04 09:00,122267.57,122267.57,114048.93,7.21,中性,1,27.12,-0.05,平,True,2025
2025-10-04,2025-10-04 10:00,122208.78,122208.78,114048.93,7.15,中性,1,27.63,-0.06,平,True,2025
2025-10-04,2025-10-04 11:00,122129.53,122129.53,114048.93,7.09,中性,1,28.21,-0.13,跌,False,2025
2025-10-04,2025-10-04 12:00,121973.26,121973.26,114048.93,6.95,中性,1,28.77,0.03,平,True,2025
2025-10-04,2025-10-04 13:00,122005.62,122005.62,114048.93,6.98,中性,1,29.33,0.31,涨,False,2025
2025-10-04,2025-10-04 14:00,122385.42,122385.42,114048.93,7.31,中性,1,29.75,-0.31,跌,False,2025
2025-10-04,2025-10-04 15:00,122000.01,122000.01,114048.93,6.97,中性,1,29.97,-0.17,跌,False,2025
2025-10-04,2025-10-04 16:00,121791.31,121791.31,114048.93,6.79,中性,1,30.08,-0.06,平,True,2025
2025-10-04,2025-10-04 17:00,121719.99,121719.99,114048.93,6.73,中性,1,30.19,0.02,平,True,2025
2025-10-04,2025-10-04 18:00,121747.37,121747.37,114048.93,6.75,中性,1,30.31,-0.14,跌,False,2025
2025-10-04,2025-10-04 19:00,121574.66,121574.66,114048.93,6.6,中性,1,30.42,0.32,涨,False,2025
2025-10-04,2025-10-04 20:00,121959.25,121959.25,114048.93,6.94,中性,1,30.59,-0.05,平,True,2025
2025-10-04,2025-10-04 21:00,121892.89,121892.89,114048.93,6.88,中性,1,30.78,0.24,涨,False,2025
2025-10-04,2025-10-04 22:00,122190.67,122190.67,114048.93,7.14,中性,1,30.98,0.08,平,True,2025
2025-10-04,2025-10-04 23:00,122287.19,122287.19,114048.93,7.22,中性,1,31.19,0.08,平,True,2025
2025-10-05,2025-10-05 00:00,122391.0,122391.0,114048.93,7.31,中性,1,31.45,-0.19,跌,False,2025
2025-10-05,2025-10-05 01:00,122157.7,122157.7,114048.93,7.11,中性,1,31.64,0.18,涨,False,2025
2025-10-05,2025-10-05 02:00,122377.72,122377.72,114048.93,7.3,中性,1,31.72,1.35,涨,False,2025
2025-10-05,2025-10-05 03:00,124031.44,124031.44,114048.93,8.75,中性,1,31.53,-0.21,跌,False,2025
2025-10-05,2025-10-05 04:00,123776.22,123776.22,114048.93,8.53,中性,1,31.26,1.13,涨,False,2025
2025-10-05,2025-10-05 05:00,125172.81,125172.81,114048.93,9.75,中性,1,30.73,-0.04,平,True,2025
2025-10-05,2025-10-05 06:00,125127.99,125127.99,114048.93,9.71,中性,1,30.28,-0.1,跌,False,2025
2025-10-05,2025-10-05 07:00,125000.01,125000.01,114048.93,9.6,中性,1,29.7,-0.23,跌,False,2025
2025-10-05,2025-10-05 08:00,124713.63,124713.63,114048.93,9.35,中性,1,29.06,-0.09,平,True,2025
2025-10-05,2025-10-05 09:00,124595.99,124595.99,114048.93,9.25,中性,1,28.56,-1.26,跌,False,2025
2025-10-05,2025-10-05 10:00,123020.5,123020.5,114048.93,7.87,中性,1,27.82,0.01,平,True,2025
2025-10-05,2025-10-05 11:00,123028.01,123028.01,114048.93,7.87,中性,1,27.02,0.35,涨,False,2025
2025-10-05,2025-10-05 12:00,123464.64,123464.64,114048.93,8.26,中性,1,26.85,-0.31,跌,False,2025
2025-10-05,2025-10-05 13:00,123085.88,123085.88,114048.93,7.92,中性,1,26.68,0.06,平,True,2025
2025-10-05,2025-10-05 14:00,123161.39,123161.39,114048.93,7.99,中性,1,26.6,-0.1,跌,False,2025
2025-10-05,2025-10-05 15:00,123034.67,123034.67,114048.93,7.88,中性,1,26.54,-0.19,跌,False,2025
2025-10-05,2025-10-05 16:00,122803.17,122803.17,114048.93,7.68,中性,1,26.5,0.38,涨,False,2025
2025-10-05,2025-10-05 17:00,123265.54,123265.54,114048.93,8.08,中性,1,26.41,-0.17,跌,False,2025
2025-10-05,2025-10-05 18:00,123057.05,123057.05,114048.93,7.9,中性,1,26.33,-0.05,平,True,2025
2025-10-05,2025-10-05 19:00,122999.44,122999.44,114048.93,7.85,中性,1,26.33,-0.33,跌,False,2025
2025-10-05,2025-10-05 20:00,122591.79,122591.79,114048.93,7.49,中性,1,26.36,0.09,平,True,2025
2025-10-05,2025-10-05 21:00,122705.32,122705.32,114048.93,7.59,中性,1,26.47,0.02,平,True,2025
2025-10-05,2025-10-05 22:00,122729.99,122729.99,114048.93,7.61,中性,1,26.67,0.41,涨,False,2025
2025-10-05,2025-10-05 23:00,123237.4,123237.4,114048.93,8.06,中性,1,26.94,0.2,涨,False,2025
2025-10-06,2025-10-06 00:00,123482.31,123482.31,114048.93,8.27,中性,1,27.44,-0.11,跌,False,2025
2025-10-06,2025-10-06 01:00,123347.29,123347.29,114048.93,8.15,中性,1,28.32,0.56,涨,False,2025
2025-10-06,2025-10-06 02:00,124035.32,124035.32,114048.93,8.76,中性,1,28.78,0.06,平,True,2025
2025-10-06,2025-10-06 03:00,124110.61,124110.61,114048.93,8.82,中性,1,28.91,-0.22,跌,False,2025
2025-10-06,2025-10-06 04:00,123839.09,123839.09,114048.93,8.58,中性,1,28.97,-0.21,跌,False,2025
2025-10-06,2025-10-06 05:00,123580.26,123580.26,114048.93,8.36,中性,1,28.95,0.0,平,True,2025
2025-10-06,2025-10-06 06:00,123586.0,123586.0,114048.93,8.36,中性,1,28.86,0.29,涨,False,2025
2025-10-06,2025-10-06 07:00,123947.9,123947.9,114048.93,8.68,中性,1,28.74,-0.45,跌,False,2025
2025-10-06,2025-10-06 08:00,123390.47,123390.47,114048.93,8.19,中性,1,28.53,0.37,涨,False,2025
2025-10-06,2025-10-06 09:00,123846.55,123846.55,114048.93,8.59,中性,1,28.34,0.09,平,True,2025
2025-10-06,2025-10-06 10:00,123955.3,123955.3,114048.93,8.69,中性,1,28.15,0.02,平,True,2025
2025-10-06,2025-10-06 11:00,123978.0,123978.0,114048.93,8.71,中性,1,28.0,0.19,涨,False,2025
2025-10-06,2025-10-06 12:00,124215.0,124215.0,114048.93,8.91,中性,1,27.7,0.28,涨,False,2025
2025-10-06,2025-10-06 13:00,124556.64,124556.64,114048.93,9.21,中性,1,27.37,0.38,涨,False,2025
2025-10-06,2025-10-06 14:00,125031.33,125031.33,114048.93,9.63,中性,1,27.0,-0.4,跌,False,2025
2025-10-06,2025-10-06 15:00,124530.0,124530.0,114048.93,9.19,中性,1,26.56,0.38,涨,False,2025
2025-10-06,2025-10-06 16:00,125000.0,125000.0,114048.93,9.6,中性,1,26.12,0.36,涨,False,2025
2025-10-06,2025-10-06 17:00,125455.24,125455.24,114048.93,10.0,中性,1,25.87,-0.14,跌,False,2025
2025-10-06,2025-10-06 18:00,125284.0,125284.0,114048.93,9.85,中性,1,25.72,0.58,涨,False,2025
2025-10-06,2025-10-06 19:00,126011.18,126011.18,114048.93,10.49,中性,1,25.6,-0.48,跌,False,2025
2025-10-06,2025-10-06 20:00,125410.81,125410.81,114048.93,9.96,中性,1,25.51,-0.16,跌,False,2025
2025-10-06,2025-10-06 21:00,125211.02,125211.02,114048.93,9.79,中性,1,25.48,-0.09,平,True,2025
2025-10-06,2025-10-06 22:00,125097.85,125097.85,114048.93,9.69,中性,1,25.46,-0.05,平,True,2025
2025-10-06,2025-10-06 23:00,125039.13,125039.13,114048.93,9.64,中性,1,25.47,-0.3,跌,False,2025
2025-10-07,2025-10-07 00:00,124658.54,124658.54,114048.93,9.3,中性,1,25.49,0.19,涨,False,2025
2025-10-07,2025-10-07 01:00,124900.93,124900.93,114048.93,9.52,中性,1,25.54,-0.16,跌,False,2025
2025-10-07,2025-10-07 02:00,124699.99,124699.99,114048.93,9.34,中性,1,25.59,-0.35,跌,False,2025
2025-10-07,2025-10-07 03:00,124259.9,124259.9,114048.93,8.95,中性,1,25.61,0.06,平,True,2025
2025-10-07,2025-10-07 04:00,124329.74,124329.74,114048.93,9.01,中性,1,25.61,0.14,涨,False,2025
2025-10-07,2025-10-07 05:00,124500.0,124500.0,114048.93,9.16,中性,1,25.63,-0.07,平,True,2025
2025-10-07,2025-10-07 06:00,124414.17,124414.17,114048.93,9.09,中性,1,25.67,-0.42,跌,False,2025
2025-10-07,2025-10-07 07:00,123890.84,123890.84,114048.93,8.63,中性,1,25.69,-0.18,跌,False,2025
2025-10-07,2025-10-07 08:00,123667.99,123667.99,114048.93,8.43,中性,1,25.69,0.16,涨,False,2025
2025-10-07,2025-10-07 09:00,123861.75,123861.75,114048.93,8.6,中性,1,25.72,0.21,涨,False,2025
2025-10-07,2025-10-07 10:00,124117.48,124117.48,114048.93,8.83,中性,1,25.86,0.13,涨,False,2025
2025-10-07,2025-10-07 11:00,124282.19,124282.19,114048.93,8.97,中性,1,26.11,0.14,涨,False,2025
2025-10-07,2025-10-07 12:00,124453.38,124453.38,114048.93,9.12,中性,1,26.45,0.37,涨,False,2025
2025-10-07,2025-10-07 13:00,124917.99,124917.99,114048.93,9.53,中性,1,26.85,-0.82,跌,False,2025
2025-10-07,2025-10-07 14:00,123891.68,123891.68,114048.93,8.63,中性,1,27.61,-0.94,跌,False,2025
2025-10-07,2025-10-07 15:00,122725.36,122725.36,114048.93,7.61,中性,1,27.68,-0.72,跌,False,2025
2025-10-07,2025-10-07 16:00,121846.01,121846.01,114048.93,6.84,中性,1,27.37,-0.13,跌,False,2025
2025-10-07,2025-10-07 17:00,121684.17,121684.17,114048.93,6.69,中性,1,27.02,-0.46,跌,False,2025
2025-10-07,2025-10-07 18:00,121130.02,121130.02,114048.93,6.21,中性,1,26.85,-0.19,跌,False,2025
2025-10-07,2025-10-07 19:00,120895.37,120895.37,114048.93,6.0,中性,1,26.89,0.61,涨,False,2025
2025-10-07,2025-10-07 20:00,121637.17,121637.17,114048.93,6.65,中性,1,27.03,0.25,涨,False,2025
2025-10-07,2025-10-07 21:00,121943.61,121943.61,114048.93,6.92,中性,1,27.23,0.06,平,True,2025
2025-10-07,2025-10-07 22:00,122016.0,122016.0,114048.93,6.99,中性,1,27.77,-0.0,平,True,2025
2025-10-07,2025-10-07 23:00,122011.17,122011.17,114048.93,6.98,中性,1,28.48,-0.56,跌,False,2025
2025-10-08,2025-10-08 00:00,121332.95,121332.95,114048.93,6.39,中性,1,29.03,0.48,涨,False,2025
2025-10-08,2025-10-08 01:00,121914.09,121914.09,114048.93,6.9,中性,1,29.61,0.03,平,True,2025
2025-10-08,2025-10-08 02:00,121950.01,121950.01,114048.93,6.93,中性,1,30.24,0.08,平,True,2025
2025-10-08,2025-10-08 03:00,122048.28,122048.28,114048.93,7.01,中性,1,31.11,-0.55,跌,False,2025
2025-10-08,2025-10-08 04:00,121374.75,121374.75,114048.93,6.42,中性,1,31.78,0.43,涨,False,2025
2025-10-08,2025-10-08 05:00,121900.0,121900.0,114048.93,6.88,中性,1,32.35,-0.43,跌,False,2025
2025-10-08,2025-10-08 06:00,121374.01,121374.01,114048.93,6.42,中性,1,32.69,0.34,涨,False,2025
2025-10-08,2025-10-08 07:00,121784.29,121784.29,114048.93,6.78,中性,1,32.99,-0.15,跌,False,2025
2025-10-08,2025-10-08 08:00,121597.06,121597.06,114048.93,6.62,中性,1,33.18,0.65,涨,False,2025
2025-10-08,2025-10-08 09:00,122381.85,122381.85,114048.93,7.31,中性,1,33.13,0.11,涨,False,2025
2025-10-08,2025-10-08 10:00,122516.98,122516.98,114048.93,7.42,中性,1,32.94,0.34,涨,False,2025
2025-10-08,2025-10-08 11:00,122934.6,122934.6,114048.93,7.79,中性,1,32.6,-0.04,平,True,2025
2025-10-08,2025-10-08 12:00,122884.14,122884.14,114048.93,7.75,中性,1,32.13,-0.21,跌,False,2025
2025-10-08,2025-10-08 13:00,122631.52,122631.52,114048.93,7.53,中性,1,31.52,-0.03,平,True,2025
2025-10-08,2025-10-08 14:00,122599.04,122599.04,114048.93,7.5,中性,1,30.8,-0.23,跌,False,2025
2025-10-08,2025-10-08 15:00,122320.0,122320.0,114048.93,7.25,中性,1,29.84,-0.11,跌,False,2025
2025-10-08,2025-10-08 16:00,122189.72,122189.72,114048.93,7.14,中性,1,29.17,0.7,涨,False,2025
2025-10-08,2025-10-08 17:00,123051.03,123051.03,114048.93,7.89,中性,1,28.47,0.8,涨,False,2025
2025-10-08,2025-10-08 18:00,124033.19,124033.19,114048.93,8.75,中性,1,27.61,-0.46,跌,False,2025
2025-10-08,2025-10-08 19:00,123460.22,123460.22,114048.93,8.25,中性,1,27.2,-0.01,平,True,2025
2025-10-08,2025-10-08 20:00,123450.0,123450.0,114048.93,8.24,中性,1,26.91,-0.48,跌,False,2025
2025-10-08,2025-10-08 21:00,122856.69,122856.69,114048.93,7.72,中性,1,26.65,0.34,涨,False,2025
2025-10-08,2025-10-08 22:00,123277.33,123277.33,114048.93,8.09,中性,1,26.47,-0.06,平,True,2025
2025-10-08,2025-10-08 23:00,123200.82,123200.82,114048.93,8.02,中性,1,26.35,0.09,平,True,2025
2025-10-09,2025-10-09 00:00,123306.0,123306.0,114048.93,8.12,中性,1,26.27,-0.38,跌,False,2025
2025-10-09,2025-10-09 01:00,122839.15,122839.15,114048.93,7.71,中性,1,26.22,-0.24,跌,False,2025
2025-10-09,2025-10-09 02:00,122548.23,122548.23,114048.93,7.45,中性,1,26.2,-0.76,跌,False,2025
2025-10-09,2025-10-09 03:00,121617.81,121617.81,114048.93,6.64,中性,1,26.02,0.35,涨,False,2025
2025-10-09,2025-10-09 04:00,122038.01,122038.01,114048.93,7.0,中性,1,25.94,0.09,平,True,2025
2025-10-09,2025-10-09 05:00,122144.7,122144.7,114048.93,7.1,中性,1,25.94,-0.04,平,True,2025
2025-10-09,2025-10-09 06:00,122100.92,122100.92,114048.93,7.06,中性,1,26.03,-0.12,跌,False,2025
2025-10-09,2025-10-09 07:00,121957.32,121957.32,114048.93,6.93,中性,1,26.18,-0.04,平,True,2025
2025-10-09,2025-10-09 08:00,121906.1,121906.1,114048.93,6.89,中性,1,26.42,-0.53,跌,False,2025
2025-10-09,2025-10-09 09:00,121261.62,121261.62,114048.93,6.32,中性,1,26.62,0.45,涨,False,2025
2025-10-09,2025-10-09 10:00,121813.04,121813.04,114048.93,6.81,中性,1,26.84,0.29,涨,False,2025
2025-10-09,2025-10-09 11:00,122170.27,122170.27,114048.93,7.12,中性,1,27.09,0.46,涨,False,2025
2025-10-09,2025-10-09 12:00,122737.57,122737.57,114048.93,7.62,中性,1,27.38,0.67,涨,False,2025
2025-10-09,2025-10-09 13:00,123563.38,123563.38,114048.93,8.34,中性,1,28.05,-0.93,跌,False,2025
2025-10-09,2025-10-09 14:00,122415.74,122415.74,114048.93,7.34,中性,1,28.47,-0.9,跌,False,2025
2025-10-09,2025-10-09 15:00,121315.0,121315.0,114048.93,6.37,中性,1,28.36,-0.14,跌,False,2025
2025-10-09,2025-10-09 16:00,121147.14,121147.14,114048.93,6.22,中性,1,28.1,-1.1,跌,False,2025
2025-10-09,2025-10-09 17:00,119819.77,119819.77,114048.93,5.06,中性,1,27.45,0.96,涨,False,2025
2025-10-09,2025-10-09 18:00,120974.0,120974.0,114048.93,6.07,中性,1,27.12,-0.27,跌,False,2025
2025-10-09,2025-10-09 19:00,120649.32,120649.32,114048.93,5.79,中性,1,26.97,0.25,涨,False,2025
2025-10-09,2025-10-09 20:00,120951.72,120951.72,114048.93,6.05,中性,1,26.98,0.13,涨,False,2025
2025-10-09,2025-10-09 21:00,121109.09,121109.09,114048.93,6.19,中性,1,27.13,0.29,涨,False,2025
2025-10-09,2025-10-09 22:00,121461.02,121461.02,114048.93,6.5,中性,1,27.38,0.19,涨,False,2025
2025-10-09,2025-10-09 23:00,121686.19,121686.19,114048.93,6.7,中性,1,27.75,-0.02,平,True,2025
2025-10-10,2025-10-10 00:00,121662.4,121662.4,114048.93,6.68,中性,1,28.5,0.07,平,True,2025
2025-10-10,2025-10-10 01:00,121745.27,121745.27,114048.93,6.75,中性,1,29.14,-0.1,平,True,2025
2025-10-10,2025-10-10 02:00,121623.97,121623.97,114048.93,6.64,中性,1,29.52,-0.46,跌,False,2025
2025-10-10,2025-10-10 03:00,121059.73,121059.73,114048.93,6.15,中性,1,29.73,-0.03,平,True,2025
2025-10-10,2025-10-10 04:00,121026.01,121026.01,114048.93,6.12,中性,1,29.88,0.17,涨,False,2025
2025-10-10,2025-10-10 05:00,121234.51,121234.51,114048.93,6.3,中性,1,30.08,0.29,涨,False,2025
2025-10-10,2025-10-10 06:00,121583.89,121583.89,114048.93,6.61,中性,1,30.27,-0.17,跌,False,2025
2025-10-10,2025-10-10 07:00,121378.18,121378.18,114048.93,6.43,中性,1,30.33,-0.37,跌,False,2025
2025-10-10,2025-10-10 08:00,120932.05,120932.05,114048.93,6.04,中性,1,30.27,0.58,涨,False,2025
2025-10-10,2025-10-10 09:00,121631.54,121631.54,114048.93,6.65,中性,1,30.13,-0.26,跌,False,2025
2025-10-10,2025-10-10 10:00,121314.73,121314.73,114048.93,6.37,中性,1,29.93,0.15,涨,False,2025
2025-10-10,2025-10-10 11:00,121496.33,121496.33,114048.93,6.53,中性,1,29.76,0.05,平,True,2025
2025-10-10,2025-10-10 12:00,121554.55,121554.55,114048.93,6.58,中性,1,29.62,0.04,平,True,2025
2025-10-10,2025-10-10 13:00,121597.21,121597.21,114048.93,6.62,中性,1,29.56,0.07,平,True,2025
2025-10-10,2025-10-10 14:00,121684.2,121684.2,114048.93,6.69,中性,1,29.32,-0.98,跌,False,2025
2025-10-10,2025-10-10 15:00,120493.17,120493.17,114048.93,5.65,中性,1,28.86,-1.22,跌,False,2025
2025-10-10,2025-10-10 16:00,119018.98,119018.98,114048.93,4.36,中性,1,27.92,-0.68,跌,False,2025
2025-10-10,2025-10-10 17:00,118205.61,118205.61,114048.93,3.64,中性,1,26.91,-0.49,跌,False,2025
2025-10-10,2025-10-10 18:00,117623.8,117623.8,114048.93,3.13,中性,1,26.26,-0.33,跌,False,2025
2025-10-10,2025-10-10 19:00,117237.7,117237.7,114048.93,2.8,中性,1,25.84,-0.49,跌,False,2025
2025-10-10,2025-10-10 20:00,116661.5,116661.5,114048.93,2.29,中性,1,25.59,-2.05,跌,False,2025
2025-10-10,2025-10-10 21:00,114266.82,114266.82,114048.93,0.19,中性,1,25.24,-0.71,跌,False,2025
2025-10-10,2025-10-10 22:00,113451.86,113451.86,114048.93,-0.52,中性,1,24.72,0.22,涨,False,2025
